"pair_id","split_original","split_stratified","split_family_ood","source_family","source_kind","input_png","mask_png","density_npy","direction_xy_npy","direction_axis_npy","direction_confidence_npy","boundary_png","centerline_png","color_layer_png","path_order_npy","path_order_preview_png","stitch_type_heuristic_png","entry_exit_keypoints_json","entry_exit_preview_png","direction_axis_preview_png","source_dst","segments","mask_pixels","mask_ratio","mean_direction_confidence","low_direction_confidence_ratio","width_mm","height_mm","aspect_ratio","mm_per_px_est","qa_flags","canonical_split","leakage_if_using_old_pretrain","axis_valid_mask_png","cleaned_color_layer_png","cleaned_color_layer_preview_png","segment_id_map_npy","endpoint_heatmap_npy","entry_exit_per_segment_json","path_graph_json","geometry_graph_preview_png","axis_valid_pixels","axis_valid_coverage_on_mask","path_graph_nodes","path_graph_edges","color_island_removed_pixels","dataset2_qa_flags"
"dst3322_00030_1019","train","train","train","101","dst_rendered","images\dst3322_00030_1019.png","labels\dst3322_00030_1019_mask.png","labels\dst3322_00030_1019_density.npy","labels\dst3322_00030_1019_direction_xy.npy","labels\dst3322_00030_1019_direction_axis.npy","labels\dst3322_00030_1019_direction_confidence.npy","labels\dst3322_00030_1019_boundary.png","labels\dst3322_00030_1019_centerline.png","labels\dst3322_00030_1019_color_layer.png","labels\dst3322_00030_1019_path_order.npy","previews\dst3322_00030_1019_path_order_preview.png","labels\dst3322_00030_1019_stitch_type_heuristic.png","labels\dst3322_00030_1019_entry_exit_keypoints.json","previews\dst3322_00030_1019_entry_exit_preview.png","previews\dst3322_00030_1019_direction_axis_preview.png","external/raw_embroidery/1019.dst","3152","10014","0.152802","0.235272","0.416816","94.7","99.4","1.04963","0.435965","","train","False","labels\dst3322_00030_1019_axis_valid_mask.png","labels\dst3322_00030_1019_cleaned_color_layer.png","previews\dst3322_00030_1019_cleaned_color_layer_preview.png","labels\dst3322_00030_1019_segment_id_map.npy","labels\dst3322_00030_1019_endpoint_heatmap.npy","graphs\dst3322_00030_1019_entry_exit_per_segment.json","graphs\dst3322_00030_1019_path_graph.json","previews\dst3322_00030_1019_geometry_graph_preview.png","5840","0.583184","2","2","0",""
"dst3322_00031_CHIB1016","train","train","train","CHIB","dst_rendered","images\dst3322_00031_CHIB1016.png","labels\dst3322_00031_CHIB1016_mask.png","labels\dst3322_00031_CHIB1016_density.npy","labels\dst3322_00031_CHIB1016_direction_xy.npy","labels\dst3322_00031_CHIB1016_direction_axis.npy","labels\dst3322_00031_CHIB1016_direction_confidence.npy","labels\dst3322_00031_CHIB1016_boundary.png","labels\dst3322_00031_CHIB1016_centerline.png","labels\dst3322_00031_CHIB1016_color_layer.png","labels\dst3322_00031_CHIB1016_path_order.npy","previews\dst3322_00031_CHIB1016_path_order_preview.png","labels\dst3322_00031_CHIB1016_stitch_type_heuristic.png","labels\dst3322_00031_CHIB1016_entry_exit_keypoints.json","previews\dst3322_00031_CHIB1016_entry_exit_preview.png","previews\dst3322_00031_CHIB1016_direction_axis_preview.png","external/raw_embroidery/CHIB1016.DST","4488","3654","0.055756","0.045917","0.999179","299.4","151.9","1.971034","1.313158","sparse_mask|weak_direction_label","val","True","labels\dst3322_00031_CHIB1016_axis_valid_mask.png","labels\dst3322_00031_CHIB1016_cleaned_color_layer.png","previews\dst3322_00031_CHIB1016_cleaned_color_layer_preview.png","labels\dst3322_00031_CHIB1016_segment_id_map.npy","labels\dst3322_00031_CHIB1016_endpoint_heatmap.npy","graphs\dst3322_00031_CHIB1016_entry_exit_per_segment.json","graphs\dst3322_00031_CHIB1016_path_graph.json","previews\dst3322_00031_CHIB1016_geometry_graph_preview.png","3","0.000821","1","0","0","low_axis_valid_coverage|sparse_mask|weak_direction_label"
"dst3322_00032_D2027","train","train","train","D","dst_rendered","images\dst3322_00032_D2027.png","labels\dst3322_00032_D2027_mask.png","labels\dst3322_00032_D2027_density.npy","labels\dst3322_00032_D2027_direction_xy.npy","labels\dst3322_00032_D2027_direction_axis.npy","labels\dst3322_00032_D2027_direction_confidence.npy","labels\dst3322_00032_D2027_boundary.png","labels\dst3322_00032_D2027_centerline.png","labels\dst3322_00032_D2027_color_layer.png","labels\dst3322_00032_D2027_path_order.npy","previews\dst3322_00032_D2027_path_order_preview.png","labels\dst3322_00032_D2027_stitch_type_heuristic.png","labels\dst3322_00032_D2027_entry_exit_keypoints.json","previews\dst3322_00032_D2027_entry_exit_preview.png","previews\dst3322_00032_D2027_direction_axis_preview.png","external/raw_embroidery/D2027.dst","5754","8909","0.135941","0.113611","0.891234","163.1","120.5","1.353527","0.715351","weak_direction_label","train","False","labels\dst3322_00032_D2027_axis_valid_mask.png","labels\dst3322_00032_D2027_cleaned_color_layer.png","previews\dst3322_00032_D2027_cleaned_color_layer_preview.png","labels\dst3322_00032_D2027_segment_id_map.npy","labels\dst3322_00032_D2027_endpoint_heatmap.npy","graphs\dst3322_00032_D2027_entry_exit_per_segment.json","graphs\dst3322_00032_D2027_path_graph.json","previews\dst3322_00032_D2027_geometry_graph_preview.png","969","0.108766","32","128","0","weak_direction_label"
"dst3322_00033_ANID2001","train","train","train","ANID","dst_rendered","images\dst3322_00033_ANID2001.png","labels\dst3322_00033_ANID2001_mask.png","labels\dst3322_00033_ANID2001_density.npy","labels\dst3322_00033_ANID2001_direction_xy.npy","labels\dst3322_00033_ANID2001_direction_axis.npy","labels\dst3322_00033_ANID2001_direction_confidence.npy","labels\dst3322_00033_ANID2001_boundary.png","labels\dst3322_00033_ANID2001_centerline.png","labels\dst3322_00033_ANID2001_color_layer.png","labels\dst3322_00033_ANID2001_path_order.npy","previews\dst3322_00033_ANID2001_path_order_preview.png","labels\dst3322_00033_ANID2001_stitch_type_heuristic.png","labels\dst3322_00033_ANID2001_entry_exit_keypoints.json","previews\dst3322_00033_ANID2001_entry_exit_preview.png","previews\dst3322_00033_ANID2001_direction_axis_preview.png","external/raw_embroidery/ANID2001.DST","3278","20918","0.319183","0.244593","0.466871","48.0","40.3","1.191067","0.210526","","train","False","labels\dst3322_00033_ANID2001_axis_valid_mask.png","labels\dst3322_00033_ANID2001_cleaned_color_layer.png","previews\dst3322_00033_ANID2001_cleaned_color_layer_preview.png","labels\dst3322_00033_ANID2001_segment_id_map.npy","labels\dst3322_00033_ANID2001_endpoint_heatmap.npy","graphs\dst3322_00033_ANID2001_entry_exit_per_segment.json","graphs\dst3322_00033_ANID2001_path_graph.json","previews\dst3322_00033_ANID2001_geometry_graph_preview.png","11152","0.533129","1","0","0",""
"dst3322_00034_ANIW1037","train","train","ood_test","ANIW","dst_rendered","images\dst3322_00034_ANIW1037.png","labels\dst3322_00034_ANIW1037_mask.png","labels\dst3322_00034_ANIW1037_density.npy","labels\dst3322_00034_ANIW1037_direction_xy.npy","labels\dst3322_00034_ANIW1037_direction_axis.npy","labels\dst3322_00034_ANIW1037_direction_confidence.npy","labels\dst3322_00034_ANIW1037_boundary.png","labels\dst3322_00034_ANIW1037_centerline.png","labels\dst3322_00034_ANIW1037_color_layer.png","labels\dst3322_00034_ANIW1037_path_order.npy","previews\dst3322_00034_ANIW1037_path_order_preview.png","labels\dst3322_00034_ANIW1037_stitch_type_heuristic.png","labels\dst3322_00034_ANIW1037_entry_exit_keypoints.json","previews\dst3322_00034_ANIW1037_entry_exit_preview.png","previews\dst3322_00034_ANIW1037_direction_axis_preview.png","external/raw_embroidery/ANIW1037.DST","15168","26162","0.3992","0.140693","0.772838","134.6","169.7","1.260773","0.744298","weak_direction_label","train","False","labels\dst3322_00034_ANIW1037_axis_valid_mask.png","labels\dst3322_00034_ANIW1037_cleaned_color_layer.png","previews\dst3322_00034_ANIW1037_cleaned_color_layer_preview.png","labels\dst3322_00034_ANIW1037_segment_id_map.npy","labels\dst3322_00034_ANIW1037_endpoint_heatmap.npy","graphs\dst3322_00034_ANIW1037_entry_exit_per_segment.json","graphs\dst3322_00034_ANIW1037_path_graph.json","previews\dst3322_00034_ANIW1037_geometry_graph_preview.png","5943","0.227162","58","232","142","color_islands_cleaned|weak_direction_label"
"dst3322_00035_1016","train","train","train","101","dst_rendered","images\dst3322_00035_1016.png","labels\dst3322_00035_1016_mask.png","labels\dst3322_00035_1016_density.npy","labels\dst3322_00035_1016_direction_xy.npy","labels\dst3322_00035_1016_direction_axis.npy","labels\dst3322_00035_1016_direction_confidence.npy","labels\dst3322_00035_1016_boundary.png","labels\dst3322_00035_1016_centerline.png","labels\dst3322_00035_1016_color_layer.png","labels\dst3322_00035_1016_path_order.npy","previews\dst3322_00035_1016_path_order_preview.png","labels\dst3322_00035_1016_stitch_type_heuristic.png","labels\dst3322_00035_1016_entry_exit_keypoints.json","previews\dst3322_00035_1016_entry_exit_preview.png","previews\dst3322_00035_1016_direction_axis_preview.png","external/raw_embroidery/1016.dst","2865","10335","0.1577","0.200504","0.495791","94.2","97.9","1.039278","0.429386","","train","False","labels\dst3322_00035_1016_axis_valid_mask.png","labels\dst3322_00035_1016_cleaned_color_layer.png","previews\dst3322_00035_1016_cleaned_color_layer_preview.png","labels\dst3322_00035_1016_segment_id_map.npy","labels\dst3322_00035_1016_endpoint_heatmap.npy","graphs\dst3322_00035_1016_entry_exit_per_segment.json","graphs\dst3322_00035_1016_path_graph.json","previews\dst3322_00035_1016_geometry_graph_preview.png","5211","0.504209","2","2","0",""
"dst3322_00036_EMF8B48","train","train","train","EMF","dst_rendered","images\dst3322_00036_EMF8B48.png","labels\dst3322_00036_EMF8B48_mask.png","labels\dst3322_00036_EMF8B48_density.npy","labels\dst3322_00036_EMF8B48_direction_xy.npy","labels\dst3322_00036_EMF8B48_direction_axis.npy","labels\dst3322_00036_EMF8B48_direction_confidence.npy","labels\dst3322_00036_EMF8B48_boundary.png","labels\dst3322_00036_EMF8B48_centerline.png","labels\dst3322_00036_EMF8B48_color_layer.png","labels\dst3322_00036_EMF8B48_path_order.npy","previews\dst3322_00036_EMF8B48_path_order_preview.png","labels\dst3322_00036_EMF8B48_stitch_type_heuristic.png","labels\dst3322_00036_EMF8B48_entry_exit_keypoints.json","previews\dst3322_00036_EMF8B48_entry_exit_preview.png","previews\dst3322_00036_EMF8B48_direction_axis_preview.png","external/raw_embroidery/EMF8B48.dst","8452","10613","0.161942","0.124467","0.877414","214.3","177.2","1.209368","0.939912","weak_direction_label","train","False","labels\dst3322_00036_EMF8B48_axis_valid_mask.png","labels\dst3322_00036_EMF8B48_cleaned_color_layer.png","previews\dst3322_00036_EMF8B48_cleaned_color_layer_preview.png","labels\dst3322_00036_EMF8B48_segment_id_map.npy","labels\dst3322_00036_EMF8B48_endpoint_heatmap.npy","graphs\dst3322_00036_EMF8B48_entry_exit_per_segment.json","graphs\dst3322_00036_EMF8B48_path_graph.json","previews\dst3322_00036_EMF8B48_geometry_graph_preview.png","1301","0.122586","20","80","4","color_islands_cleaned|weak_direction_label"
"dst3322_00037_BORF2016","train","val","train","BORF","dst_rendered","images\dst3322_00037_BORF2016.png","labels\dst3322_00037_BORF2016_mask.png","labels\dst3322_00037_BORF2016_density.npy","labels\dst3322_00037_BORF2016_direction_xy.npy","labels\dst3322_00037_BORF2016_direction_axis.npy","labels\dst3322_00037_BORF2016_direction_confidence.npy","labels\dst3322_00037_BORF2016_boundary.png","labels\dst3322_00037_BORF2016_centerline.png","labels\dst3322_00037_BORF2016_color_layer.png","labels\dst3322_00037_BORF2016_path_order.npy","previews\dst3322_00037_BORF2016_path_order_preview.png","labels\dst3322_00037_BORF2016_stitch_type_heuristic.png","labels\dst3322_00037_BORF2016_entry_exit_keypoints.json","previews\dst3322_00037_BORF2016_entry_exit_preview.png","previews\dst3322_00037_BORF2016_direction_axis_preview.png","external/raw_embroidery/BORF2016.DST","1331","6130","0.093536","0.109857","0.841599","30.0","90.7","3.023333","0.397807","sparse_mask|weak_direction_label","test","True","labels\dst3322_00037_BORF2016_axis_valid_mask.png","labels\dst3322_00037_BORF2016_cleaned_color_layer.png","previews\dst3322_00037_BORF2016_cleaned_color_layer_preview.png","labels\dst3322_00037_BORF2016_segment_id_map.npy","labels\dst3322_00037_BORF2016_endpoint_heatmap.npy","graphs\dst3322_00037_BORF2016_entry_exit_per_segment.json","graphs\dst3322_00037_BORF2016_path_graph.json","previews\dst3322_00037_BORF2016_geometry_graph_preview.png","971","0.158401","1","0","0","sparse_mask|weak_direction_label"
"dst3322_00038_BOSP2018","train","train","train","BOSP","dst_rendered","images\dst3322_00038_BOSP2018.png","labels\dst3322_00038_BOSP2018_mask.png","labels\dst3322_00038_BOSP2018_density.npy","labels\dst3322_00038_BOSP2018_direction_xy.npy","labels\dst3322_00038_BOSP2018_direction_axis.npy","labels\dst3322_00038_BOSP2018_direction_confidence.npy","labels\dst3322_00038_BOSP2018_boundary.png","labels\dst3322_00038_BOSP2018_centerline.png","labels\dst3322_00038_BOSP2018_color_layer.png","labels\dst3322_00038_BOSP2018_path_order.npy","previews\dst3322_00038_BOSP2018_path_order_preview.png","labels\dst3322_00038_BOSP2018_stitch_type_heuristic.png","labels\dst3322_00038_BOSP2018_entry_exit_keypoints.json","previews\dst3322_00038_BOSP2018_entry_exit_preview.png","previews\dst3322_00038_BOSP2018_direction_axis_preview.png","external/raw_embroidery/BOSP2018.DST","1333","9784","0.149292","0.115837","0.800388","68.5","86.0","1.255474","0.377193","weak_direction_label","train","False","labels\dst3322_00038_BOSP2018_axis_valid_mask.png","labels\dst3322_00038_BOSP2018_cleaned_color_layer.png","previews\dst3322_00038_BOSP2018_cleaned_color_layer_preview.png","labels\dst3322_00038_BOSP2018_segment_id_map.npy","labels\dst3322_00038_BOSP2018_endpoint_heatmap.npy","graphs\dst3322_00038_BOSP2018_entry_exit_per_segment.json","graphs\dst3322_00038_BOSP2018_path_graph.json","previews\dst3322_00038_BOSP2018_geometry_graph_preview.png","1953","0.199612","2","2","0","weak_direction_label"
"dst3322_00039_d2663","train","test","ood_test","d","dst_rendered","images\dst3322_00039_d2663.png","labels\dst3322_00039_d2663_mask.png","labels\dst3322_00039_d2663_density.npy","labels\dst3322_00039_d2663_direction_xy.npy","labels\dst3322_00039_d2663_direction_axis.npy","labels\dst3322_00039_d2663_direction_confidence.npy","labels\dst3322_00039_d2663_boundary.png","labels\dst3322_00039_d2663_centerline.png","labels\dst3322_00039_d2663_color_layer.png","labels\dst3322_00039_d2663_path_order.npy","previews\dst3322_00039_d2663_path_order_preview.png","labels\dst3322_00039_d2663_stitch_type_heuristic.png","labels\dst3322_00039_d2663_entry_exit_keypoints.json","previews\dst3322_00039_d2663_entry_exit_preview.png","previews\dst3322_00039_d2663_direction_axis_preview.png","external/raw_embroidery/d2663.dst","7876","3895","0.059433","0.10503","0.927343","220.3","335.0","1.520654","1.469298","sparse_mask|weak_direction_label","test","True","labels\dst3322_00039_d2663_axis_valid_mask.png","labels\dst3322_00039_d2663_cleaned_color_layer.png","previews\dst3322_00039_d2663_cleaned_color_layer_preview.png","labels\dst3322_00039_d2663_segment_id_map.npy","labels\dst3322_00039_d2663_endpoint_heatmap.npy","graphs\dst3322_00039_d2663_entry_exit_per_segment.json","graphs\dst3322_00039_d2663_path_graph.json","previews\dst3322_00039_d2663_geometry_graph_preview.png","283","0.072657","26","104","17","color_islands_cleaned|sparse_mask|weak_direction_label"
"dst3322_00040_PLFL1060","train","train","train","PLFL","dst_rendered","images\dst3322_00040_PLFL1060.png","labels\dst3322_00040_PLFL1060_mask.png","labels\dst3322_00040_PLFL1060_density.npy","labels\dst3322_00040_PLFL1060_direction_xy.npy","labels\dst3322_00040_PLFL1060_direction_axis.npy","labels\dst3322_00040_PLFL1060_direction_confidence.npy","labels\dst3322_00040_PLFL1060_boundary.png","labels\dst3322_00040_PLFL1060_centerline.png","labels\dst3322_00040_PLFL1060_color_layer.png","labels\dst3322_00040_PLFL1060_path_order.npy","previews\dst3322_00040_PLFL1060_path_order_preview.png","labels\dst3322_00040_PLFL1060_stitch_type_heuristic.png","labels\dst3322_00040_PLFL1060_entry_exit_keypoints.json","previews\dst3322_00040_PLFL1060_entry_exit_preview.png","previews\dst3322_00040_PLFL1060_direction_axis_preview.png","external/raw_embroidery/PLFL1060.DST","4930","22266","0.339752","0.194971","0.599479","57.0","45.4","1.255507","0.25","weak_direction_label","train","False","labels\dst3322_00040_PLFL1060_axis_valid_mask.png","labels\dst3322_00040_PLFL1060_cleaned_color_layer.png","previews\dst3322_00040_PLFL1060_cleaned_color_layer_preview.png","labels\dst3322_00040_PLFL1060_segment_id_map.npy","labels\dst3322_00040_PLFL1060_endpoint_heatmap.npy","graphs\dst3322_00040_PLFL1060_entry_exit_per_segment.json","graphs\dst3322_00040_PLFL1060_path_graph.json","previews\dst3322_00040_PLFL1060_geometry_graph_preview.png","8918","0.400521","15","60","144","color_islands_cleaned|weak_direction_label"
"dst3322_00041_ZL0603","train","train","train","老鹰Z","dst_rendered","images\dst3322_00041_ZL0603.png","labels\dst3322_00041_ZL0603_mask.png","labels\dst3322_00041_ZL0603_density.npy","labels\dst3322_00041_ZL0603_direction_xy.npy","labels\dst3322_00041_ZL0603_direction_axis.npy","labels\dst3322_00041_ZL0603_direction_confidence.npy","labels\dst3322_00041_ZL0603_boundary.png","labels\dst3322_00041_ZL0603_centerline.png","labels\dst3322_00041_ZL0603_color_layer.png","labels\dst3322_00041_ZL0603_path_order.npy","previews\dst3322_00041_ZL0603_path_order_preview.png","labels\dst3322_00041_ZL0603_stitch_type_heuristic.png","labels\dst3322_00041_ZL0603_entry_exit_keypoints.json","previews\dst3322_00041_ZL0603_entry_exit_preview.png","previews\dst3322_00041_ZL0603_direction_axis_preview.png","external/raw_embroidery/老鹰ZL0603.DST","14745","14252","0.217468","0.118142","0.87714","184.4","224.2","1.215835","0.983333","weak_direction_label","train","False","labels\dst3322_00041_ZL0603_axis_valid_mask.png","labels\dst3322_00041_ZL0603_cleaned_color_layer.png","previews\dst3322_00041_ZL0603_cleaned_color_layer_preview.png","labels\dst3322_00041_ZL0603_segment_id_map.npy","labels\dst3322_00041_ZL0603_endpoint_heatmap.npy","graphs\dst3322_00041_ZL0603_entry_exit_per_segment.json","graphs\dst3322_00041_ZL0603_path_graph.json","previews\dst3322_00041_ZL0603_geometry_graph_preview.png","1751","0.12286","29","116","177","color_islands_cleaned|weak_direction_label"
"dst3322_00042_e960","train","train","ood_val","e","dst_rendered","images\dst3322_00042_e960.png","labels\dst3322_00042_e960_mask.png","labels\dst3322_00042_e960_density.npy","labels\dst3322_00042_e960_direction_xy.npy","labels\dst3322_00042_e960_direction_axis.npy","labels\dst3322_00042_e960_direction_confidence.npy","labels\dst3322_00042_e960_boundary.png","labels\dst3322_00042_e960_centerline.png","labels\dst3322_00042_e960_color_layer.png","labels\dst3322_00042_e960_path_order.npy","previews\dst3322_00042_e960_path_order_preview.png","labels\dst3322_00042_e960_stitch_type_heuristic.png","labels\dst3322_00042_e960_entry_exit_keypoints.json","previews\dst3322_00042_e960_entry_exit_preview.png","previews\dst3322_00042_e960_direction_axis_preview.png","external/raw_embroidery/e960.dst","3596","27536","0.420166","0.374903","0.297574","57.0","52.1","1.09405","0.25","","train","False","labels\dst3322_00042_e960_axis_valid_mask.png","labels\dst3322_00042_e960_cleaned_color_layer.png","previews\dst3322_00042_e960_cleaned_color_layer_preview.png","labels\dst3322_00042_e960_segment_id_map.npy","labels\dst3322_00042_e960_endpoint_heatmap.npy","graphs\dst3322_00042_e960_entry_exit_per_segment.json","graphs\dst3322_00042_e960_path_graph.json","previews\dst3322_00042_e960_geometry_graph_preview.png","19342","0.702426","92","368","266","color_islands_cleaned"
"dst3322_00043_EMF8B4F","train","train","train","EMF","dst_rendered","images\dst3322_00043_EMF8B4F.png","labels\dst3322_00043_EMF8B4F_mask.png","labels\dst3322_00043_EMF8B4F_density.npy","labels\dst3322_00043_EMF8B4F_direction_xy.npy","labels\dst3322_00043_EMF8B4F_direction_axis.npy","labels\dst3322_00043_EMF8B4F_direction_confidence.npy","labels\dst3322_00043_EMF8B4F_boundary.png","labels\dst3322_00043_EMF8B4F_centerline.png","labels\dst3322_00043_EMF8B4F_color_layer.png","labels\dst3322_00043_EMF8B4F_path_order.npy","previews\dst3322_00043_EMF8B4F_path_order_preview.png","labels\dst3322_00043_EMF8B4F_stitch_type_heuristic.png","labels\dst3322_00043_EMF8B4F_entry_exit_keypoints.json","previews\dst3322_00043_EMF8B4F_entry_exit_preview.png","previews\dst3322_00043_EMF8B4F_direction_axis_preview.png","external/raw_embroidery/EMF8B4F.dst","5644","16301","0.248734","0.229622","0.508803","120.7","114.9","1.050479","0.529386","weak_direction_label","train","False","labels\dst3322_00043_EMF8B4F_axis_valid_mask.png","labels\dst3322_00043_EMF8B4F_cleaned_color_layer.png","previews\dst3322_00043_EMF8B4F_cleaned_color_layer_preview.png","labels\dst3322_00043_EMF8B4F_segment_id_map.npy","labels\dst3322_00043_EMF8B4F_endpoint_heatmap.npy","graphs\dst3322_00043_EMF8B4F_entry_exit_per_segment.json","graphs\dst3322_00043_EMF8B4F_path_graph.json","previews\dst3322_00043_EMF8B4F_geometry_graph_preview.png","8007","0.491197","34","136","418","color_islands_cleaned|weak_direction_label"
"dst3322_00044_Bord4024","train","train","ood_val","Bord","dst_rendered","images\dst3322_00044_Bord4024.png","labels\dst3322_00044_Bord4024_mask.png","labels\dst3322_00044_Bord4024_density.npy","labels\dst3322_00044_Bord4024_direction_xy.npy","labels\dst3322_00044_Bord4024_direction_axis.npy","labels\dst3322_00044_Bord4024_direction_confidence.npy","labels\dst3322_00044_Bord4024_boundary.png","labels\dst3322_00044_Bord4024_centerline.png","labels\dst3322_00044_Bord4024_color_layer.png","labels\dst3322_00044_Bord4024_path_order.npy","previews\dst3322_00044_Bord4024_path_order_preview.png","labels\dst3322_00044_Bord4024_stitch_type_heuristic.png","labels\dst3322_00044_Bord4024_entry_exit_keypoints.json","previews\dst3322_00044_Bord4024_entry_exit_preview.png","previews\dst3322_00044_Bord4024_direction_axis_preview.png","external/raw_embroidery/Bord4024.dst","5231","5524","0.08429","0.775983","0.009957","151.1","114.2","1.323117","0.662719","sparse_mask","train","False","labels\dst3322_00044_Bord4024_axis_valid_mask.png","labels\dst3322_00044_Bord4024_cleaned_color_layer.png","previews\dst3322_00044_Bord4024_cleaned_color_layer_preview.png","labels\dst3322_00044_Bord4024_segment_id_map.npy","labels\dst3322_00044_Bord4024_endpoint_heatmap.npy","graphs\dst3322_00044_Bord4024_entry_exit_per_segment.json","graphs\dst3322_00044_Bord4024_path_graph.json","previews\dst3322_00044_Bord4024_geometry_graph_preview.png","5469","0.990043","1","0","0","sparse_mask"
"dst3322_00045_ANIJ3021","train","val","train","ANIJ","dst_rendered","images\dst3322_00045_ANIJ3021.png","labels\dst3322_00045_ANIJ3021_mask.png","labels\dst3322_00045_ANIJ3021_density.npy","labels\dst3322_00045_ANIJ3021_direction_xy.npy","labels\dst3322_00045_ANIJ3021_direction_axis.npy","labels\dst3322_00045_ANIJ3021_direction_confidence.npy","labels\dst3322_00045_ANIJ3021_boundary.png","labels\dst3322_00045_ANIJ3021_centerline.png","labels\dst3322_00045_ANIJ3021_color_layer.png","labels\dst3322_00045_ANIJ3021_path_order.npy","previews\dst3322_00045_ANIJ3021_path_order_preview.png","labels\dst3322_00045_ANIJ3021_stitch_type_heuristic.png","labels\dst3322_00045_ANIJ3021_entry_exit_keypoints.json","previews\dst3322_00045_ANIJ3021_entry_exit_preview.png","previews\dst3322_00045_ANIJ3021_direction_axis_preview.png","external/raw_embroidery/ANIJ3021.DST","8856","19214","0.293182","0.218658","0.686375","88.7","72.2","1.228532","0.389035","weak_direction_label","train","False","labels\dst3322_00045_ANIJ3021_axis_valid_mask.png","labels\dst3322_00045_ANIJ3021_cleaned_color_layer.png","previews\dst3322_00045_ANIJ3021_cleaned_color_layer_preview.png","labels\dst3322_00045_ANIJ3021_segment_id_map.npy","labels\dst3322_00045_ANIJ3021_endpoint_heatmap.npy","graphs\dst3322_00045_ANIJ3021_entry_exit_per_segment.json","graphs\dst3322_00045_ANIJ3021_path_graph.json","previews\dst3322_00045_ANIJ3021_geometry_graph_preview.png","6026","0.313625","30","120","128","color_islands_cleaned|weak_direction_label"
"dst3322_00046_C865","train","train","train","C","dst_rendered","images\dst3322_00046_C865.png","labels\dst3322_00046_C865_mask.png","labels\dst3322_00046_C865_density.npy","labels\dst3322_00046_C865_direction_xy.npy","labels\dst3322_00046_C865_direction_axis.npy","labels\dst3322_00046_C865_direction_confidence.npy","labels\dst3322_00046_C865_boundary.png","labels\dst3322_00046_C865_centerline.png","labels\dst3322_00046_C865_color_layer.png","labels\dst3322_00046_C865_path_order.npy","previews\dst3322_00046_C865_path_order_preview.png","labels\dst3322_00046_C865_stitch_type_heuristic.png","labels\dst3322_00046_C865_entry_exit_keypoints.json","previews\dst3322_00046_C865_entry_exit_preview.png","previews\dst3322_00046_C865_direction_axis_preview.png","external/raw_embroidery/C865.DST","4219","11027","0.168259","0.142298","0.82171","122.0","60.4","2.019868","0.535088","weak_direction_label","train","False","labels\dst3322_00046_C865_axis_valid_mask.png","labels\dst3322_00046_C865_cleaned_color_layer.png","previews\dst3322_00046_C865_cleaned_color_layer_preview.png","labels\dst3322_00046_C865_segment_id_map.npy","labels\dst3322_00046_C865_endpoint_heatmap.npy","graphs\dst3322_00046_C865_entry_exit_per_segment.json","graphs\dst3322_00046_C865_path_graph.json","previews\dst3322_00046_C865_geometry_graph_preview.png","1966","0.17829","2","2","0","weak_direction_label"
"dst3322_00047_1009","train","train","train","100","dst_rendered","images\dst3322_00047_1009.png","labels\dst3322_00047_1009_mask.png","labels\dst3322_00047_1009_density.npy","labels\dst3322_00047_1009_direction_xy.npy","labels\dst3322_00047_1009_direction_axis.npy","labels\dst3322_00047_1009_direction_confidence.npy","labels\dst3322_00047_1009_boundary.png","labels\dst3322_00047_1009_centerline.png","labels\dst3322_00047_1009_color_layer.png","labels\dst3322_00047_1009_path_order.npy","previews\dst3322_00047_1009_path_order_preview.png","labels\dst3322_00047_1009_stitch_type_heuristic.png","labels\dst3322_00047_1009_entry_exit_keypoints.json","previews\dst3322_00047_1009_entry_exit_preview.png","previews\dst3322_00047_1009_direction_axis_preview.png","external/raw_embroidery/1009.dst","17973","22643","0.345505","0.164714","0.66281","78.6","113.5","1.44402","0.497807","weak_direction_label","train","False","labels\dst3322_00047_1009_axis_valid_mask.png","labels\dst3322_00047_1009_cleaned_color_layer.png","previews\dst3322_00047_1009_cleaned_color_layer_preview.png","labels\dst3322_00047_1009_segment_id_map.npy","labels\dst3322_00047_1009_endpoint_heatmap.npy","graphs\dst3322_00047_1009_entry_exit_per_segment.json","graphs\dst3322_00047_1009_path_graph.json","previews\dst3322_00047_1009_geometry_graph_preview.png","7635","0.33719","36","144","168","color_islands_cleaned|weak_direction_label"
